id,set,descr
75,3_ 7,Odd numbers of between 1 and 99
23,34_ 26,even numbers
23,31_ 3_ 1,combinations of 1s and/or 3s
23,50_ 76_ 28,even numbers
23,64_ 4,even numbers
23,67_ 99_ 15,odd numbers
58,85,I don''t know
58,36_ 45_ 54_ 81,numbers divisible by 9
58,4_ 66_ 78_ 96,even numbers
58,16,I don''t know
58,67_ 31_ 17_ 61,a number in the 60''s then 30''s then 10''s
19,8_ 32,even between around 8 and 32
19,35,This is too few data points to make a determination.
19,8_ 24_ 48_ 63,All numbers between around 8 and 63
19,50_ 76_ 28,Even numbers from around 28 to 78
19,68_ 58,Even numbers around 58 to 68
116,31_ 3_ 1,prime numbers
116,8_ 32,numbers divisible by 8
116,64_ 44,numbers ending in 4
116,35,numbers divisible by 5
116,34_ 26,even numbers
553,31_ 3_ 1,numbers split up
553,42_ 35_ 21_ 84,multiples of 7
553,64_ 4,divisible by 4
553,8_ 32,divisible by 4
553,8_ 24_ 48_ 63,multiples 8 x 3_ then 24 x 2_ then 3 x 5 = 15_ added to 48 equals 63
329,33_ 3_ 65,odd numbers
329,83_ 77,odd numbers
329,7_ 51_ 23,odd numbers
329,68_ 14_ 8_ 26,even numbers
329,75_ 48_ 12_ 3,multiple of 9
427,8,Mutiples of 8
427,75_ 48_ 12_ 3,dividing by 3
427,71_ 31_ 21,numbers with 1 at the end
427,7_ 51_ 23,no idea
427,19_ 73,no idea
213,71_ 31_ 21,Numbers that end in 1
213,29_ 77_ 37_ 17,odd numbers
213,7_ 51_ 23,numbers between 7 and 51
213,8,even numbers
213,16_ 8,multiplications of 8
225,8,Even numbers and multiples of 8
225,29_ 77_ 37_ 17,odd numbers and numbers ending in 7 or 9
225,19_ 73,odd numbers and multiples of 3
225,23_ 80,Odds and evens and multiples of 3 and 5
225,68_ 14_ 8_ 26,evens and multiples of 8 and 2
512,34_ 86_ 30_ 94,Even numbers
512,85_ 19_ 91,Numbers that have an 8 or 9 in them
512,98_ 18_ 50,Even numbers
512,29_ 9_ 3_ 31,Numbers that end in 9 or begin with 3
512,93,Odd numbers
478,31_ 3_ 1,Numbers with 1 or 3 in them
478,34_ 26,Even numbers
478,67_ 99_ 15,Numbers between 15 and 99
478,50_ 76_ 28,Even numbers
478,8_ 24_ 48_ 63,Numbers between 8 and 63
396,50_ 76_ 28,Even numbers
396,35,Odd numbers close to 35
396,16_ 54,Even numbers
396,8_ 32,Even numbers
396,64_ 4,Even numbers
520,85,odd numbers
520,93,odd numbers
520,34_ 86_ 30_ 94,even numbers between 34_94
520,36_ 45_ 54_ 81,between 36_81 
520,63_ 67,odd numbers
487,29_ 9_ 3_ 31,Odd numbers
487,67_ 31_ 17_ 61,Odd numbers again
487,63_ 67,Numbers between 60 and 70
487,22,Even numbers
487,85_ 19_ 91,Odd numbers
3,19_ 73,numbers that begin and end with odds
3,83_ 77,numbers below 83
3,71_ 11,numbers ending in 1
3,8,even numbers
3,7_ 51_ 23,numbers whose digits add up to one less than the previous  (single digit) number
218,29_ 9_ 3_ 31,Any number between 3 and 31
218,93,93
218,67_ 31_ 17_ 61,any number between 17 and 67
218,3_ 7, any number between 3 and 7
218,39,39
108,31_ 19_ 49_ 100,numbers begining with 3_1_4
108,33_ 3_ 65,numbers beginning with multiples of three or odd
108,75_ 48_ 12_ 3,multiples of 3
108,68_ 14_ 8_ 26,even numbers
108,23_ 80,two digit numbers
593,8,I think program would accept all numbers divisible by 8
593,23,I think program would accept all numbers that would contain 2 and 3
593,6_ 66,I think program would accept all numbers divisible by 6 and 66
593,23_ 80,program would accept all numbers- odd and even
593,71_ 11,program would accept numbers that contain either a 1 or 7
301,35,odd numbers
301,42_ 35_ 21_ 84,numbers between 21 and 84
301,34_ 26,even numbers
301,16_ 32_ 2_ 8,numbers that can be multiplied by 8 to equal even numbers
301,36,even numbers
393,64_ 44,even numbers
393,8_ 24_ 48_ 63,between 5 and 65
393,87_ 8_ 52,between 5 and 90
393,68_ 58,numbers ending in 8
393,64_ 4,numbers with 4 in it
7,23_ 80,random_ more odd than even
7,33_ 3_ 65,Odd
7,19_ 73,Odd
7,71_ 31_ 21,Odd or has 1 in it
7,68_ 14_ 8_ 26,even
276,29_ 9_ 3_ 31,don''t know
276,22,increasing
276,85_ 19_ 91,decrease then increase
276,93,decreasing
276,98_ 18_ 50,even numbers
167,36,numbers between 1-100
167,42_ 35_ 21_ 84,numbers with 1_2_3_4_ or 5 in it
167,34_ 26,even numbers
167,87_ 8_ 52,numbers between 1-100
167,64_ 44,numbers ending in 4
297,63_ 67,numbers between 60 and 69
297,29_ 9_ 3_ 31,numbers containing 3_ 6_ or 9 as a digit
297,3_ 7,prime numbers
297,36_ 45_ 54_ 81,numbers that are multiples of 3
297,22,numbers that are multiples of 11
144,3_ 7,plus 4 between each number
144,22,numbers with repeating digits
144,36_ 45_ 54_ 81,multiples of 9
144,29_ 9_ 3_ 31,not sure
144,98_ 18_ 50,numbers between 80-50
287,23_ 35_ 95_ 83,odd numbers
287,16,any number
287,85_ 19_ 91,numbers between 19 and 100
287,4_ 66_ 78_ 96,even numbers
287,3_ 7,odd numbers
561,19_ 73,I don''t know
561,23_ 80,I don''t know
561,16_ 8,I don''t know
561,6_ 66,I don''t know
561,31_ 19_ 49_ 100,I don''t know
183,64_ 4,squares
183,36,squares
183,8_ 24_ 48_ 63,multiples 6_7_8
183,31_ 3_ 1,odd
183,64_ 44,even
500,31_ 19_ 49_ 100,Any number
500,33_ 3_ 65,Odd numbers 
500,29_ 77_ 37_ 17,Odd numbers
500,68_ 14_ 8_ 26,Even numbers
500,71_ 11,Numbers with one in them
302,68_ 58,ones ending in 8
302,64_ 4,mulitples of 4
302,36,no pattern
302,42_ 35_ 21_ 84,multiples of 7
302,8_ 24_ 48_ 63,no pattern
397,36_ 45_ 54_ 81,between 36 & 81
397,85,odd
397,23_ 35_ 95_ 83,odd
397,67_ 31_ 17_ 61,odd
397,22,even
352,16_ 54,any numbers with less than 6 in either digit
352,68_ 58,any number ending in 8
352,31_ 3_ 1,any number with a 3 or 1
352,87_ 8_ 52,i had no idea
352,67_ 99_ 15,odd numbers
164,85_ 19_ 91,Numbers decrease and increase alternately.
164,29_ 9_ 3_ 31,Prime numbers.
164,67_ 31_ 17_ 61,Random number between 60 and 70_ divided by 2_ then add or subtract 2.
164,85,Random numbers near 80
164,22,Even numbers or multiples of 11.
550,64_ 44,even numbers
550,64_ 4,even numbers
550,8_ 24_ 48_ 63,forms of 8
550,16_ 32_ 2_ 8,even numbers
550,68_ 58,has eights or series of 10
316,68_ 14_ 8_ 26,even numbers
316,6_ 66,even numbers
316,16_ 8,even numbers
316,19_ 73,odd numbers
316,23_ 80,Numbers between 23 and 80
313,23,Odds_ primes
313,68_ 14_ 8_ 26,Enens
313,7_ 51_ 23,Odds_ primes
313,31_ 19_ 49_ 100,Odds and multiples of 10
313,6_ 66,Evens_ multiples of 11
353,83_ 77,odd numbers
353,19_ 73,between these numbers
353,29_ 77_ 37_ 17,sevens
353,23,odd
353,31_ 19_ 49_ 100,between 19 and 100
106,42_ 35_ 21_ 84,multiples of 7
106,16_ 32_ 2_ 8,powers of 2
106,67_ 99_ 15,numbers ending in odd numbers
106,16_ 54,numbers ending in even numbers
106,36,whole numbers squared
285,23,even numbers
285,31_ 19_ 49_ 100,numbers between 35 and 45
285,6_ 66,even numbers
285,7_ 51_ 23,numbers between 35 and 45
285,23_ 80,even numbers
467,31_ 19_ 49_ 100,integers
467,33_ 3_ 65,odd numbers
467,23,prime numbers
467,7_ 51_ 23,odd numbers
467,75_ 48_ 12_ 3,numbers get smaller
399,6_ 66,even numbers ending in 6
399,71_ 11,odd numbers ending in 1
399,31_ 19_ 49_ 100,any odd number_ or even numbers ending ending in 0
399,23_ 80,numbers that begin with an even number
399,33_ 3_ 65,any odd number
30,35,divisible by 5
30,42_ 35_ 21_ 84,divisible by 7
30,64_ 44,even numbers_numbers ending in 4
30,34_ 26,even numbers
30,16_ 54,divisible by 2
207,6_ 66,Numbers with 6s in them_ like 666 would follow. 
207,75_ 48_ 12_ 3,Numbers decreasing in value. 
207,33_ 3_ 65,Numbers alternating in values from high to low. 
207,8,Even numbers
207,16_ 8,Multiples of 4
29,7_ 51_ 23,odd numbers
29,83_ 77,83 and then decending down by sixes
29,33_ 3_ 65,odd numbers
29,75_ 48_ 12_ 3,any number 100 and down
29,29_ 77_ 37_ 17,numbers that end in 9s or 7s
110,16_ 32_ 2_ 8,even numbers
110,35,odd number
110,87_ 8_ 52,between 87 aqnd 52
110,36,even number
110,8_ 24_ 48_ 63,between 24 and 63
373,4_ 66_ 78_ 96,Even numbers
373,85,Numbers over 80
373,67_ 31_ 17_ 61,Odd numbers
373,63_ 67,Numbers in the 60s
373,39,Odd numbers
137,22,even numbers
137,39,numbers between 35 and 45
137,36_ 45_ 54_ 81,could accept even numbers or numbers between 35 and 45 
137,93,could accept even numbers or numbers between 35 and 45
137,29_ 9_ 3_ 31,could accept even numbers or numbers between 35 and 45 
558,85_ 19_ 91,don''t know
558,39,odd numbers
558,3_ 7,don''t know
558,67_ 31_ 17_ 61,numbers with 1_ 3_ 6 or 7
558,4_ 66_ 78_ 96,don''t know
268,42_ 35_ 21_ 84,Divisible by 7
268,67_ 99_ 15,odd
268,35,odd
268,36,even
268,50_ 76_ 28,even
529,16_ 54,Numbers divisible by 2
529,67_ 99_ 15,Odd numbers
529,87_ 8_ 52,Numbers between 5 and 100
529,16_ 32_ 2_ 8,Factors of 8
529,50_ 76_ 28,Factors of 4
324,34_ 86_ 30_ 94,Any number that is 4 less than 30 going down_ and numbers that are 4 more than 86 going up
324,93,odd numbers
324,63_ 67,plus or minus 4 from 63 or 67
324,36_ 45_ 54_ 81,multiples of 9
324,4_ 66_ 78_ 96,any even number
84,67_ 99_ 15,numbers between 15 and 67
84,87_ 8_ 52,numbers between 8 and 87
84,16_ 32_ 2_ 8,numbers divisible by 2
84,68_ 58,numbers ending in 8
84,34_ 26,even numbers
535,98_ 18_ 50,EVEN NUMBERS
535,29_ 9_ 3_ 31,ODD NUMBERS
535,22,EVEN NUMBERS
535,67_ 31_ 17_ 61,ODD NUMBERS
535,16,EVEN NUMBERS
175,42_ 35_ 21_ 84,numbers between 21and 84
175,8_ 32,even
175,31_ 3_ 1,odd
175,67_ 99_ 15,odd
175,64_ 4,even
49,5_ 65,Multiples of 5
49,48_ 99_ 3,Multiples of 3
49,84_ 56,Even numbers
49,73_ 33,Numbers with 3 in the second position
49,59_ 89_ 79,Numbers with 9 in the second position
571,73_ 33,numbers ending in three
571,22_ 62_ 26_ 82,unsure
571,69,not sure
571,67_ 31_ 17_ 61,every other number ending in a 7 and a 1 (x7_ x1_ x7_ x1)
571,10_ 3,numbers under 3
40,33,multiples of 3 or repeat numbers (e.g. 44)
40,8,even numbers
40,18,even numbers
40,23_ 80,odd_ even alternating numbers
40,10_ 74_ 22,even numbers
294,96_ 48,even sets
294,39_ 60_ 12_ 45,numbers between 12 and 60
294,6_ 74,even sets
294,66_ 78,even sets
294,75_ 27,odd sets
412,73,odd number
412,97_ 77_ 87_ 47,adding 10 to a number
412,8_ 32,even numbers
412,7_ 31,odd numbers
412,15,odd number
26,25_ 82,26 
26,91_ 25_ 61_ 31,90 29 60 20
26,51,25
26,10,2
26,62_ 32_ 22,48 34 20
351,68_ 14_ 8_ 26,Even numbers
351,96_ 86_ 36_ 66,even numbers or numbers that end in 6
351,50_ 76_ 28,Even ups and downs
351,71_ 11,numbers that end in 1
351,65_ 47_ 55_ 13,Odd numbers. Seems more complicated. 
372,25,odd numbers
372,17_ 50_ 5_ 82,odd numbers
372,3_ 87,odd numbers
372,4_ 16_ 12,even numbers_ multiples of 2 or 4
372,4_ 66_ 78_ 96,even numbers
157,20_ 8_ 84_ 100,even numbers
157,7_ 31,odd numbers
157,73_ 35_ 53_ 59,odd numbers
157,53_ 2,numbers between 2 and 52
157,7_ 67,numbers ending in 7
444,28_ 13,Numbers between 10 and 30
444,28_ 98,Numbers that end in 8
444,6_ 74,Even numbers
444,52_ 22_ 94,Even numbers
444,55,Double numbers
263,67,number between 60-70
263,81_ 71_ 21_ 31,numbers ending with 1
263,70_ 10_ 88_ 40,even numbers
263,96_ 90_ 6_ 42,even numbers
263,3,numbers with 3 within it
398,96_ 86_ 36_ 66,numbers that end with 6
398,32_ 4_ 16,multiples of 4
398,73,73
398,91,91
398,34_ 86_ 30_ 94,even numbers
9,32_ 4_ 16,divisible by 4
9,60_ 54,even numbers
9,61,who knows
9,31_ 3_ 1,numbers with digits 3 and 1
9,48_ 30_ 78,even numbers
140,31_ 3_ 1,numbers that include 1 or 3 and are divisible by 31
140,44,divisible by 2
140,48,divisible by 12
140,64_ 96_ 24_ 56,even numbers between 24 and 100
140,75_ 27,odd numbers between 25 and 75
53,53_ 47_ 41,odd numbers
53,15,multiples of 5
53,99_ 59_ 31_ 67,odd numbers 31 through 99
53,71_ 61_ 26_ 81,unsure of this one_ even and odd are acceptable between 26 and 81_ numbers end in a 1 or 6.
53,10_ 80,multiples of 10 ten through 80
238,37_ 57,Odd numbers
238,8_ 32,Factors of 8
238,48,Numbers ending in 8
238,50_ 76_ 28,Even Numbers
238,85,Numbers ending in 5
583,64_ 44,number divisible by 20
583,14,any number
583,33_ 9,numbers divisible by 3
583,10,any number
583,25,any number
371,63_ 27_ 99_ 33,45_ 53_ 61_ 77_ 83_ 91
371,33,43_ 53_ 63_ 73_ 83
371,54_ 14_ 94_ 34,4_ 24_ 34_ 44_ 54_ 64
371,66_ 93_ 51,32_ 41_ 57_ 69_ 76_ 84
371,70_ 88_ 7_ 22,12_ 54_ 87_ 91_ 35_ 47
563,22,this number it will accept
563,36_ 45_ 54_ 81,the numbers 36 and 45 would be accepted
563,55_ 15_ 75_ 45,45 would and 55 would be accepted
563,69_ 19_ 85,none of these would be accepted
563,75_ 48_ 3,none of these would be accepted
206,10_ 74_ 22,factors
206,26_ 2,either one
206,99_ 59_ 31_ 67,primes
206,33_ 9,base 3 
206,3_ 7,factors
413,50,multiples of 5
413,20_ 32_ 92,"numbers that contain ""2"""
413,34_ 26,numbers that can be divided one time by 2 and nothing else
413,92_ 82_ 27_ 42,"numbers that contain ""2"""
413,5_ 51,numbers that start with 5...not sure if I did this
332,98_ 24_ 30_ 3,Numbers between 98 and 3
332,92_ 56,Numbers ending in 2 or 6
332,59_ 89_ 79,numbers ending in 9
332,72,Even numbers
332,28_ 13,Numbers ending in either 8 or 13
290,8,10_ 12_14
290,69_ 9_ 39_ 21,49_55_79
290,14,14_28
290,11,11_22_33_44
290,25_ 82,27_55_88
511,3_ 31,Numbers starting or ending with 3
511,9_ 33_ 73_ 99,numbers ending in 9 or 3
511,17_ 11_ 65_ 53,Odd numbers
511,3_ 33_ 99,Multiples of 3 
511,91,Odd number
169,13_ 91,prime numbers
169,5_ 51,numbers with a 5
169,8_ 16,numbers divisible by 4
169,78_ 48_ 88,numbers that end in 8
169,96_ 90_ 6_ 42,even numbers 
303,9_ 65_ 28,The program accepts numbers with common denominators of 3.
303,82_ 67_ 72,The program accepts numbers with common denominators of 2.
303,20_ 8_ 84_ 100,The program accepts numbers with common denominators of 4.
303,71_ 11,The program accepts numbers with divisions of 6.45454545..etc..
303,76_ 26,The program accepts numbers that are even.
8,4,numbers divisible by 4
8,5_ 51,numbers that contain 5
8,3_ 33_ 99,numbers divisible by 3
8,73_ 33,numbers that contain 3
8,81_ 9,numbers divisible by 9
575,96_ 48,numbers between 96 & 48
575,62,even numbers
575,55_ 3,numbers between 55 and 3
575,81_ 9,numbers between 91 and 9
575,61,odd numbers
14,65_ 47_ 55_ 13,Odds numbers
14,32_ 4_ 16,Even numbers
14,10_ 55_ 58,even numbers
14,49,odds numbers
14,70_ 10_ 88_ 40,even numbers
326,8_ 92,even numbers
326,81_ 25,odd numbers
326,84_ 94_ 34,numbers ending in 4
326,92_ 82_ 27_ 42,numbers between 42 and 92
326,8_ 80_ 48,numbers divisible by 8
494,67_ 31_ 17_ 61,odd numbers ending with 7 or one
494,100_ 1_ 16,even number ending in 0
494,73_ 33,numbers ending in 3
494,43_ 4_ 91_ 9,unsure
494,16,unsure
160,8_ 92,Even numbers between 8 and 92.
160,85_ 7,Odd numbers between 7 and 85
160,64_ 96_ 24_ 56,An even number ending in 4
160,34_ 26,16
160,86,Not sure. Any even number?
98,16_ 82_ 28,Even numbers
98,36_ 45_ 54_ 81,Numbers between 36 and 81
98,19_ 73,Odd numbers
98,3_ 63,Numbers multiplied by three
98,66_ 93_ 51,Numbers divided by three
481,26,could be anything since only one number is given
481,60_ 54,even
481,85_ 7,odd
481,11_ 26_ 74_ 2,even
481,16_ 32_ 2_ 8,even
126,53_ 2,Prime numbers
126,23_ 35_ 95_ 83,Numbers ending in 3 or 5
126,75_ 27,Numbers divisible by 3
126,64_ 96_ 24_ 56,Numbers ending in 4 or 6
126,3_ 31,Prime numbers
282,68_ 58,8_18_28_38_48_etc..
282,42_ 62,2_22_42_62_82_etc..
282,4,Multiples of 4
282,7_ 51_ 23,Odd numbers
282,6_ 25,Multiples of 6 or 5
45,49,unknown_ but now I''m thinking about it_ probably squares. Can''t believe I didn''t realize that before..
45,70_ 10_ 88_ 40,even numbers
45,65_ 26_ 2,unknown
45,20_ 32_ 92,divisible by 4
45,53_ 47_ 41,prime numbers
259,79_ 59,20 less than
259,63_ 67,4 more than
259,94_ 70,24 less than
259,18_ 45_ 72,increasing by proportional amounts
259,2_ 47,increase of 45
483,10_ 74_ 22,Even numbers
483,71_ 31_ 21,Numbers ending in 1
483,83_ 11,Between 11 and 83
483,98_ 24_ 30_ 3,Multiples of 3
483,62,Even numbers
79,5_ 9,13
79,70_ 10_ 88_ 40,106
79,35,36
79,67_ 31_ 17_ 61,7
79,39_ 60_ 12_ 45,3
252,6_ 74,evens
252,55_ 29,odds
252,66_ 78,60s and 70s
252,10_ 50_ 100,multiples of 10
252,60_ 54,50s and 60s
523,8_ 24_ 48_ 63,increasing non-prime numbers
523,17_ 50_ 5_ 82,any
523,66,any 
523,39_ 60_ 12_ 45,multiples of 3
523,5,any
331,14,even numbers
331,11,prime numbers
331,43_ 4_ 91_ 9,with digits from the following: 1_3_4_9
331,10_ 80,multiples of 10
331,36,even
543,84_ 94_ 34,Numbers ending with 4
543,92_ 56,Even numbers
543,23_ 80,Numbers between 23 and 80
543,34_ 86_ 30_ 94,Even numbers
543,47,Odd numbers
162,69_ 9_ 39_ 21,multiples of 3
162,48_ 99_ 3,don''t know
162,20_ 8_ 84_ 100,even numbers
162,73_ 35_ 53_ 59,odd numbers
162,81_ 9,multiples of 9
308,10_ 66_ 29,numbers between 1-30
308,14_ 47,numbers between 10-50
308,66_ 93_ 51,divisible by 3
308,23,odd numbers
308,69,odd numbers
452,92_ 14_ 20_ 5,numbers between 0 and 100
452,29_ 62_ 98,numbers between 25 and 100
452,13_ 91,multiples of 13
452,17_ 11_ 65_ 53,numbers between 10 and 60
452,6_ 34_ 82,multiples of 2
153,16_ 26_ 96,Even numbers
153,62,Not enough information
153,13_ 91,Odd numbers
153,15_ 85_ 45,Divisible by 5
153,25,Not enough information
69,97_ 77_ 87_ 47,ends in a 7
69,18,could be almost anything: even numbers_ a range_ ends in 8
69,90_ 45,either a range or multiples of five
69,7_ 51_ 23,odds
69,7,could be almost anything: odds_ a range_ multiples of 7_ ends in 7
143,75_ 27,odd nubers
143,8_ 64,divisable by 8
143,22,ending in 2
143,2_ 47,between 2 and 47
143,61_ 9_ 45,between 9 and 61
486,50,numbers ending with 0
486,6_ 25,numbers between 6 and 25
486,49_ 76_ 13,number between 13 and 49
486,19_ 73,numbers between 19 and 73
486,48_ 99_ 3,numbers between 3 and 99
262,23_ 35_ 95_ 83,odd numbers
262,9_ 33_ 73_ 99,numbers ending in 9 or 3
262,18,even numbers
262,48_ 78_ 38_ 98,numbers ending in 8
262,48_ 30_ 78,numbers ending in 8 or 0
601,64_ 94_ 84,only numbers ending in 4
601,73_ 33_ 3,only numbers ending in 3
601,17_ 50_ 5_ 82,numbers between 5 and 82
601,93,only 93
601,79_ 59,only numbers ending in 9
531,80_ 70_ 90_ 100,multiples of 10
531,11_ 41_ 38_ 92,any number
531,6_ 66,numbers ending in 6
531,63_ 23_ 43,number ending in 3
531,8,even numbers
141,25_ 82,numbers +57
141,77_ 17_ 8,numbers between 8-77
141,89,sequential number
141,3_ 87,numbers divisible by 3
141,19_ 73,odd numbers
38,64,even numbers
38,66_ 78,progressively larger numbers that may or may not be even
38,96_ 90_ 6_ 42,between 6 and 96
38,1,slightly larger numbers (5_ 7_ 9_ 13 etc) that may or may not be even
38,94_ 7,between 7 and 94
557,15_ 85_ 45,ends in 5
557,53_ 2,between 1 and 99
557,84_ 94_ 34,ends in 4
557,4_ 64_ 25_ 81,squares
557,75_ 48_ 12_ 3,previous divided by 4
340,15_ 39_ 35,odd non-prime numbers between 15 and 35
340,6_ 74,even numbers between 6 and 74
340,75_ 48_ 12_ 3,3 times any square number
340,10_ 66_ 29,numbers between 10 and 66
340,51_ 39_ 87,odd numbers between 51 and 87
90,10_ 66_ 29,numbers between 10 and 66
90,16_ 26_ 96,anything ending in 6
90,72_ 92_ 82_ 42,anything ending in 2
90,16_ 82_ 28,even numbers
90,51_ 39_ 87,odd numbers
407,64_ 4, 
407,22, 
407,39, 
407,5_ 65, 
407,2_ 8, 
514,33_ 3_ 65,Numbers between 3 and 66.
514,3_ 81,Multiples of three.
514,54_ 14_ 94_ 34,Numbers ending in four.
514,8_ 64,Mutliples of eight.
514,77_ 17_ 8,Numbers between 8 and 80.
547,92_ 14_ 20_ 5,numbers between 5 and 92
547,47_ 2_ 74,Even numbers
547,7_ 51_ 23,odd numbres
547,6_ 34_ 82,even numbers
547,87_ 8_ 52,numbers between 8 an 87
588,26,27 
588,90_ 100_ 5,15
588,31,32
588,16_ 82_ 28,94
588,17_ 11_ 65_ 53,7 or 107
199,53_ 2,EVERYTHING BETWEEN 2 AND 59.
199,83_ 38_ 58_ 68,ALL NUMBERS WERE THE EIGHT WAS IN THE ONES POSITION.
199,59_ 3,THIS WAS THE FIRST ONE_ AND I WAS NOT SURE WHAT TO PICK. I DIDN''T DO TOO GOOD ON THIS ONE.
199,2,ALL EVEN NUMBERS.
199,3_ 63,EVERYTHING THAT WAS A MULTIPLE OF 3.
537,66,numbers ending in 6 or a multiple of 6
537,7_ 67,numbers ending in 7 or multiples thereof
537,3_ 33_ 99,numbers divisible by 3
537,27_ 37_ 67,numbers ending in 7
537,69,numbers divisible by 3
465,87_ 8_ 52,This one and few others had me stumpped.
465,25,multiples of 5
465,63_ 43,odd numbers
465,35,multiples of 7
465,48_ 99_ 3,multiples of 3
447,8_ 32,even
447,10_ 80,multiples of 10
447,69_ 19_ 85,numbers made up of any of the above digits
447,77_ 17_ 8,could be made by adding any of the above digits
447,44,double digit of same
52,37_ 57,numbers that end in 7
52,99_ 59_ 31_ 67,odd numbers
52,98_ 83,numbers between 98 and 83
52,10_ 3,numbers under 10
52,6_ 34_ 82,even numbers
474,59_ 34_ 14_ 89,numbers ending in 4 or 9
474,54_ 14_ 94_ 34,numbers ending in 4
474,63_ 23_ 43,numbers ending in 3
474,64_ 94_ 84,numbers ending in 4
474,63_ 27_ 99_ 33,odd numbers
347,92_ 68_ 20,even numbers between 92 and 20
347,100,numbers divisible by 10
347,76_ 44_ 8_ 48,even numbers between 76 and 8
347,20_ 32_ 92,even numbers between 20 and 92
347,18_ 45_ 72,numbers that you get when you add 27 to the previous amount
379,18_ 45_ 72,plus or minus 27
379,23_ 35_ 95_ 83,plus or minus 12 with 23 as a starting reference
379,8_ 64,any multiples of 8
379,14_ 98_ 91,any multiples of 7
379,23_ 62_ 98,numbers between 23 and 98
145,9_ 65_ 28,Numbers that fel in that range
145,39,Things that end in 9
145,6,Even
145,11,same number twice 22 33 44
145,5_ 9,odds 
299,62_ 32_ 22,between 62 and 22
299,34_ 86_ 30_ 94,even number
299,8,even numbers
299,69,odd numbers
299,23_ 80,between 23 and 80
345,76_ 44_ 8_ 48,even numbers
345,6,even numbers
345,79_ 47_ 62_ 98,no idea
345,29_ 9_ 3_ 31,odd numbers
345,84,even numbers
10,51_ 39_ 87,Odd Numbers
10,31_ 19_ 49_ 100,Numbers between 30-100
10,15_ 93,Odd Numbers
10,7_ 63,Numbers between 1-100
10,92_ 68_ 20,Even Numbers
63,28_ 2,even numbers
63,73_ 35_ 53_ 59,numbers that end in 3_5_9
63,6_ 74,even numbers
63,55,odd numbers
63,33_ 9,numbers divisible by 3
584,64_ 96_ 24_ 56,numbers that were multiples or somehow a pattern
584,3_ 7,odd numbers_ prime numbers
584,16_ 8,ending in even numbers
584,70_ 15,by fives
584,26, tried to think of a pattern
382,33_ 17_ 5_ 9,odd numbers
382,33_ 3,divisible by 3
382,67,numbers where the second number is either one above or below the first
382,52_ 24,numbers divisible by 4
382,42_ 62,Numbers ending in 2
264,16,even numbers
264,50_ 2,even numbers
264,67,odd numbers
264,9,odd numbers
264,96_ 48,numbers between 48 and 96.
234,71_ 31_ 21,Odd numbers
234,50,Dunno
234,75_ 48_ 12_ 3,Dunno
234,63_ 23_ 43,Numbers that end with 3
234,16,Dunno
555,52_ 22_ 94,Numbers ending in 2 or 4
555,78,Numbers ending in 8
555,42_ 35_ 21_ 84,Numbers ending in 2_5_1_4
555,29_ 62_ 98,Numbers ending in 9_2_8
555,86,Numbers ending in 6
410,15_ 93,Maybe odd numbers
410,48_ 99_ 3,99 - 48_ and then their difference?
410,35,Numbers divisible by five
410,48_ 78_ 38_ 98,Numbers that end with 8
410,63_ 43,Numbers that have 3 at the end
405,6_ 34_ 82,even numbers
405,13_ 91,numbers between 13-91
405,76_ 44_ 8_ 48,even numbers
405,87_ 8_ 52,numbers between 8-76
405,29_ 62_ 98,numbers between 29-98
125,83_ 77,prime nuimbers
125,28_ 98,even numbers
125,9_ 33_ 73_ 99,odd numbers
125,63_ 27_ 81,divisible by 9
125,13,prime numbers
440,39,odd numbers 
440,4_ 16_ 12,even numbers
440,68_ 58,numbers ending in 8
440,16_ 32_ 2_ 8,multiples of 2
440,75_ 4,numbers between 75 and 4
261,63_ 67,Odd numbers
261,32_ 4_ 16,Numbers divided by 4
261,5,Odd numbers
261,3_ 87,Odd numbers between 3 and 87
261,4_ 16_ 12,Numbers divided by 4
155,38_ 18_ 3,numbers between 3 and 38
155,73_ 33_ 3,numbers ending in 3 between 3 and 73
155,43,I don''t know. I had trouble deciding with the one number questions.
155,15_ 39_ 35,odd numbers between 15 and 39
155,81_ 71_ 21_ 31,numbers ending in 1 between 21 and 81
306,7_ 63,divisible by 7
306,10_ 74_ 22,even numbers
306,67,not sure
306,48_ 63_ 53,ending in 8 or 3
306,28_ 13,plus or minus 15
214,33_ 3_ 65,odd numbers
214,96_ 86_ 36_ 66,even numbers
214,61_ 9_ 45,odd numbers 
214,92_ 14_ 20_ 5,numbers between 1-100
214,92_ 68_ 20,even numbers 
518,48_ 30_ 78,I think it accepts even numbers that are multiples of 3 or 6. 
518,75_ 48_ 12_ 3,I thought it was multiples of 3 and higher than that_ 4. 
518,55_ 29,just odd numbers. 
518,69_ 19_ 85,odd numbers
518,3_ 33_ 99,multiples of 3. 
367,6_ 34_ 82,Numbers which are even with some odd accepted
367,22,All possible numbes except those that are divisable by 3
367,62_ 32_ 22,Even numbers and numbers below 50
367,81_ 25,Odd numbers and even numbers which are above 25
367,72,All numbers
350,78,in the 70s
350,13_ 91,not divisible by 3 but odd
350,47_ 2_ 74,ends in 2 4 or 7
350,10_ 66_ 29,i have no idea
350,16_ 26_ 96,ends in 6
150,1_ 8_ 27,54
150,92_ 68_ 20,12
150,3_ 31,96
150,68_ 58,27
150,33_ 3_ 65,115
